,Целевая.Цена,Спальни,Ванные,Жилая площадь,Общая площадь,Количество этажей,Вид на воду,Просмотрены ранее,Состояние,Оценка риелтора,Площадь без подвала,Площадь подвала,Год постройки,Год реновации,Широта,Долгота
11386,295000,4,"2,5",2350,8906,2,0,0,3,7,2350,0,1993,0,"47,4205","-122,215"
11387,395000,3,"2,5",1600,1936,2,0,0,3,7,1600,0,2007,0,"47,5629","-122,297"
11388,315000,5,"2,5",2090,4698,2,0,0,3,7,2090,0,1998,0,"47,3538","-122,025"
11389,474900,3,"2,25",1800,43647,1,0,0,4,8,1800,0,1976,0,"47,7757","-122,132"
11390,469950,3,2,1820,1357,3,0,0,3,9,1820,0,2014,0,"47,5432","-122,376"
11391,625000,4,3,2350,5627,1,0,0,5,8,1490,860,1960,0,"47,5514","-122,268"
11392,250000,3,2,1900,6660,1,0,0,5,7,950,950,1966,0,"47,3594","-122,054"
11393,400000,3,1,1240,4000,"1,5",0,0,3,8,1240,0,1928,2000,"47,5467","-122,359"
11394,2800000,5,"3,25",4590,12793,2,0,2,5,11,3590,1000,1928,0,"47,6453","-122,41"
11395,425000,3,1,1790,6000,"1,5",0,0,2,8,1790,0,1937,0,"47,5448","-122,32"
11396,405300,3,"2,75",2390,7939,1,0,0,5,7,1610,780,1983,0,"47,4987","-122,166"
11397,455000,4,"1,75",1920,6000,1,0,0,4,7,960,960,1954,0,"47,7137","-122,315"
11398,775000,4,3,2000,5304,"1,5",0,0,4,7,2000,0,1947,0,"47,6762","-122,285"
11399,605000,4,"2,25",2510,31584,2,0,0,4,9,2510,0,1979,0,"47,6153","-122,054"
11400,215000,2,1,1240,7200,1,0,0,3,7,1240,0,1967,0,"47,4971","-122,282"
11401,550000,3,2,3650,843309,2,0,0,4,7,3650,0,1991,0,"47,3627","-122,496"
11402,429000,3,1,1540,37950,1,0,0,4,7,1090,450,1959,0,"47,3259","-122,289"
11403,400000,2,1,840,5510,1,0,0,3,7,840,0,1955,0,"47,5247","-122,391"
11404,395000,3,1,1500,4000,1,0,0,3,6,900,600,1925,0,"47,6921","-122,38"
11405,342000,3,"2,5",2430,5715,2,0,0,3,7,2430,0,1999,0,"47,3718","-122,168"
11406,909500,4,4,4420,5940,2,0,0,3,10,3410,1010,2006,0,"47,5397","-122,072"
11407,372500,3,"1,5",1180,12324,1,0,0,3,7,800,380,1981,0,"47,6337","-122,032"
11408,329000,3,2,1840,6755,1,0,2,3,8,1840,0,1989,0,"47,3512","-122,305"
11409,820000,2,"2,5",2210,4440,2,0,0,4,8,1440,770,1931,0,"47,6305","-122,3"
11410,367500,4,2,1960,16015,1,0,0,3,7,1960,0,1980,0,"47,33","-122,22"
11411,200000,2,"1,75",1320,13052,"1,5",0,0,3,7,1320,0,1980,0,"47,712","-121,352"
11412,1900000,4,"3,25",4130,112521,2,0,0,3,11,4130,0,1978,0,"47,6392","-122,165"
11413,895000,5,"2,5",2350,14197,1,0,0,4,8,1220,1130,1962,0,"47,6005","-122,204"
11414,1430000,2,"2,5",2220,4000,2,0,0,3,9,2220,0,2000,0,"47,6364","-122,28"
11415,300000,3,"1,5",1810,8232,1,0,0,3,8,1810,0,1988,0,"47,3195","-122,273"
11416,910000,4,"3,5",4040,50479,2,0,0,3,11,4040,0,1987,0,"47,7196","-122,048"
11417,898000,3,"2,25",2580,11060,1,0,0,3,8,2580,0,1964,0,"47,6113","-122,164"
11418,1070000,5,"3,25",3370,7947,2,0,0,3,10,3370,0,2001,0,"47,6906","-122,202"
11419,799000,4,"2,75",2390,6820,2,0,0,4,7,2140,250,1945,0,"47,6788","-122,27"
11420,399950,3,"2,5",3087,5002,2,0,0,3,8,3087,0,2014,0,"47,2974","-122,349"
11421,927000,4,"2,75",3300,12090,2,0,0,3,8,3300,0,1953,0,"47,6294","-122,218"
11422,459900,3,"1,75",2340,51836,"1,5",0,0,3,8,1510,830,1978,0,"47,4846","-122,035"
11423,536000,2,"1,5",1130,746,2,0,0,3,8,1030,100,2009,0,"47,6684","-122,363"
11424,859000,3,"2,5",2920,434728,2,0,3,4,8,2920,0,1999,0,"47,3809","-122,13"
11425,895000,5,"2,5",2550,20875,1,0,0,4,9,1610,940,1953,0,"47,6336","-122,192"
11426,362764,3,2,1460,4350,2,0,0,3,7,1460,0,2008,0,"47,696","-122,026"
11427,412000,4,"1,75",1430,10500,1,0,0,4,7,1130,300,1960,0,"47,6083","-122,132"
11428,825000,5,3,3070,8474,2,0,0,3,9,3070,0,2011,0,"47,6852","-122,184"
11429,346000,3,"1,75",1270,8100,1,0,0,3,6,880,390,1950,0,"47,4828","-122,344"
11430,261000,3,"1,75",1350,7686,1,0,0,3,7,1350,0,1987,0,"47,3617","-122,052"
11431,350000,2,1,1070,2880,1,0,0,3,7,1070,0,1902,0,"47,6261","-122,324"
11432,410000,5,"2,5",2670,184140,1,0,0,3,8,1410,1260,1980,0,"47,3429","-122,097"
11433,770000,4,"3,25",4270,6384,2,0,0,3,9,3060,1210,2001,0,"47,5362","-121,874"
11434,1170000,3,3,3790,5001,2,0,0,3,10,2810,980,1989,0,"47,6035","-122,285"
11435,450000,5,"2,5",2850,209523,1,0,0,4,7,1930,920,1925,1968,"47,3939","-122,089"
11436,386100,3,2,1270,6760,1,0,0,5,7,1270,0,1972,0,"47,7381","-122,179"
11437,405000,3,2,1440,7425,1,0,0,4,7,1440,0,1965,0,"47,7243","-122,185"
11438,825000,4,"3,25",4110,14219,2,0,2,4,10,2570,1540,1979,0,"47,7382","-122,264"
11439,900000,4,"2,5",3690,11468,2,0,0,3,11,3690,0,1987,0,"47,5699","-122,092"
11440,635000,4,"1,75",2460,7560,2,0,0,4,8,2460,0,1952,0,"47,7256","-122,367"
11441,305000,2,1,1000,8212,1,0,0,4,7,1000,0,1947,0,"47,7444","-122,341"
11442,275000,4,"2,25",2490,7233,1,0,0,3,8,1460,1030,1978,0,"47,3115","-122,396"
11443,295000,2,1,650,5400,1,0,0,3,6,650,0,1950,0,"47,6185","-122,295"
11444,305000,4,"2,25",2050,12581,2,0,0,4,7,2050,0,1978,0,"47,3215","-122,204"
11445,1600000,6,5,6050,230652,2,0,3,3,11,6050,0,2001,0,"47,6033","-121,943"
11446,549950,4,"2,5",2720,13500,1,0,0,3,8,1510,1210,1969,0,"47,6191","-122,145"
11447,223000,3,2,1310,8440,1,0,0,5,6,1310,0,1951,0,"47,5003","-122,269"
11448,570000,1,1,720,7540,1,1,4,4,6,720,0,1905,0,"47,3509","-122,323"
11449,218000,2,2,1310,2841,2,0,0,3,6,1310,0,2004,0,"47,3502","-122,022"
11450,350000,3,1,1540,9800,1,0,0,4,7,1540,0,1950,0,"47,7604","-122,329"
11451,230000,2,1,1470,25661,"1,5",0,0,3,4,1470,0,1932,0,"47,4878","-122,13"
11452,124500,2,1,840,6480,1,0,0,4,5,840,0,1954,0,"47,264","-122,258"
11453,283000,2,1,940,6350,1,0,0,4,5,940,0,1942,0,"47,698","-122,357"
11454,533000,3,"2,5",2810,4607,2,0,0,3,8,2810,0,2004,0,"47,7735","-122,227"
11455,318888,4,"1,75",2320,12000,1,0,0,4,8,2270,50,1973,0,"47,3644","-122,28"
11456,214950,3,"1,75",1570,4875,1,0,0,4,7,1310,260,1977,0,"47,3621","-122,094"
11457,470000,2,1,1190,5200,1,0,0,5,7,1190,0,1912,0,"47,6939","-122,348"
11458,154500,3,1,890,9465,1,0,0,3,6,890,0,1957,0,"47,4388","-122,328"
11459,759000,3,"2,25",2950,78843,"1,5",0,0,3,9,2950,0,2006,0,"47,5917","-122,068"
11460,661000,4,"3,25",2600,2074,2,0,0,3,8,2150,450,2011,0,"47,5402","-122,028"
11461,475000,3,"2,5",2220,60984,2,0,0,4,8,2220,0,1987,0,"47,4802","-122,052"
11462,1150000,4,"2,25",2840,20242,1,0,0,3,8,2240,600,1972,0,"47,639","-122,216"
11463,407193,4,2,1880,14653,2,0,0,3,8,1880,0,1978,0,"47,6959","-121,921"
11464,390000,4,"2,5",2340,8548,2,0,0,3,8,2340,0,1993,0,"47,4206","-122,183"
11465,1330000,4,"2,5",4010,37076,2,0,0,4,12,4010,0,1990,0,"47,7139","-122,106"
11466,267000,3,"2,5",1580,12250,2,0,0,3,8,1580,0,1993,0,"47,3771","-122,315"
11467,539000,4,"2,5",2340,19850,2,0,0,3,9,2340,0,1993,0,"47,7672","-122,306"
11468,1900000,4,"3,25",5080,27755,2,0,0,3,11,5080,0,2001,0,"47,5423","-122,111"
11469,612000,6,3,3840,14040,"1,5",0,3,3,8,2460,1380,1949,0,"47,506","-122,241"
11470,775000,6,"2,75",2980,5000,"1,5",0,0,3,7,2480,500,1916,0,"47,6684","-122,331"
11471,525000,3,2,1600,16530,1,0,0,5,7,1600,0,1967,0,"47,5821","-122,016"
11472,1470000,4,"3,25",5010,34460,2,0,0,3,12,5010,0,1988,0,"47,5469","-122,127"
11473,365000,3,"1,5",1300,12240,1,0,0,3,7,1300,0,1963,0,"47,737","-122,243"
11474,390000,5,"1,75",1940,6654,"1,5",0,0,4,7,1940,0,1953,0,"47,4663","-122,359"
11475,415000,3,"2,25",2180,11100,1,0,0,5,8,1700,480,1979,0,"47,5162","-122,176"
11476,1250000,5,"2,75",3710,13874,"1,5",0,3,4,9,2340,1370,1977,0,"47,5686","-122,154"
11477,360000,3,2,1930,15540,1,0,0,3,8,1260,670,1958,0,"47,7675","-122,307"
11478,635000,2,"2,5",1390,1132,2,0,0,3,8,1130,260,2006,0,"47,6228","-122,319"
11479,465000,4,"2,5",2820,39413,2,0,0,4,9,2820,0,1989,0,"47,3064","-122,1"
11480,500000,2,1,1440,7130,1,0,2,3,7,1210,230,1948,0,"47,6778","-122,267"
11481,329900,3,"2,5",2242,4995,2,0,0,3,8,2242,0,2011,0,"47,2595","-122,202"
11482,270000,3,"1,5",1300,7907,1,0,0,3,7,900,400,1970,0,"47,3737","-122,224"
11483,287000,4,"2,25",2270,11997,1,0,2,4,7,1540,730,1959,0,"47,4095","-122,296"
11484,507250,3,"2,5",2270,5536,2,0,0,3,8,2270,0,2003,0,"47,5389","-121,881"
11485,1380000,4,"3,25",4290,12103,1,0,3,3,11,2690,1600,1997,0,"47,5503","-122,102"
11486,396000,2,"1,5",950,865,3,0,0,3,8,950,0,2006,0,"47,6714","-122,382"
11487,470000,6,"1,75",2490,8732,"1,5",0,0,4,8,2490,0,1966,0,"47,7252","-122,187"
11488,374950,3,"2,25",1390,1484,3,0,0,3,8,1390,0,2007,0,"47,6912","-122,343"
11489,780000,4,"2,5",3690,13609,2,0,2,3,10,3690,0,1996,0,"47,5872","-121,972"
11490,660000,3,"2,25",1700,12615,1,0,0,4,7,1300,400,1990,0,"47,6965","-122,197"
11491,850000,4,"3,25",3450,6500,2,0,0,3,8,2450,1000,1994,0,"47,5437","-122,388"
11492,324950,3,"2,5",1560,9600,1,0,0,3,7,1210,350,1964,0,"47,457","-122,27"
11493,818000,4,"2,5",4020,44431,2,0,0,3,10,4020,0,1987,0,"47,7467","-122,132"
11494,710000,3,2,1880,3000,1,0,0,4,8,1040,840,1931,0,"47,6418","-122,351"
11495,370000,3,"1,5",2380,14500,1,0,0,4,7,1850,530,1961,0,"47,7714","-122,256"
11496,921500,3,"1,5",1900,5000,"1,5",0,0,3,7,1640,260,1926,0,"47,6779","-122,294"
11497,200500,3,2,1280,14972,1,0,0,3,7,1280,0,1963,0,"47,4129","-122,209"
11498,243950,2,1,1120,35500,1,0,0,5,6,1120,0,1961,0,"47,2411","-122,043"
11499,209950,2,1,860,5080,1,0,0,3,7,860,0,1960,0,"47,39","-122,236"
11500,620000,4,"2,5",2690,32780,2,0,0,3,9,2690,0,1998,0,"47,6612","-121,955"
11501,572000,3,"2,5",2360,9938,1,0,0,3,8,1690,670,1987,0,"47,5374","-122,053"
11502,230000,5,2,1930,6120,"1,5",0,0,3,6,1930,0,1941,1969,"47,5073","-122,337"
11503,274950,3,2,1410,7265,1,0,0,4,7,1410,0,1983,0,"47,3654","-122,076"
11504,230000,3,2,1450,11204,1,0,0,3,7,1450,0,2003,0,"47,2639","-122,252"
11505,582500,2,2,1540,6804,1,0,0,5,7,1020,520,1942,0,"47,7044","-122,372"
11506,500000,4,"2,25",2060,44431,2,0,0,3,7,2060,0,1988,0,"47,744","-122,046"
11507,7700000,6,8,12050,27600,"2,5",0,3,4,13,8570,3480,1910,1987,"47,6298","-122,323"
11508,332000,4,"2,5",2380,5737,2,0,0,3,7,2380,0,2010,0,"47,2815","-122,356"
11509,500000,3,"2,5",2410,34848,"1,5",0,0,3,8,2410,0,1976,0,"47,5694","-122,12"
11510,350000,3,"1,75",1740,29597,1,0,0,4,7,1740,0,1965,0,"47,481","-122,115"
11511,775000,3,"2,5",2780,5467,2,0,2,3,9,2780,0,2000,0,"47,5791","-122,378"
11512,375900,3,2,1824,7120,1,0,0,3,9,1824,0,2010,0,"47,3457","-122,27"
11513,1930000,4,"3,25",4280,20296,2,0,0,4,11,4280,0,1984,0,"47,6377","-122,212"
11514,268643,4,"2,25",1810,9240,2,0,0,3,7,1810,0,1961,0,"47,4362","-122,187"
11515,398000,3,"1,75",1830,27468,1,0,0,3,7,1830,0,1954,0,"47,7754","-122,233"
11516,290000,4,1,1010,7200,"1,5",0,0,3,6,1010,0,1947,0,"47,742","-122,325"
11517,280000,4,"2,25",1930,7207,1,0,0,4,7,1360,570,1988,0,"47,3783","-122,182"
11518,220000,3,1,1000,223462,1,0,2,4,6,1000,0,1933,0,"47,2099","-122,043"
11519,402000,3,"2,5",1520,3425,2,0,0,3,7,1520,0,1986,0,"47,6801","-122,161"
11520,1450000,3,3,4380,6320,2,0,3,5,10,3580,800,1952,0,"47,6452","-122,411"
11521,220000,4,"1,75",1910,8171,1,0,0,3,7,1910,0,1986,0,"47,35","-122,168"
11522,817500,3,"3,25",3230,7639,2,0,0,3,10,3230,0,1999,0,"47,6338","-122,063"
11523,454800,4,"2,25",2490,10720,1,0,1,4,7,1400,1090,1979,0,"47,6137","-122,06"
11524,680000,3,"2,5",1800,4400,1,0,0,5,7,1350,450,1970,0,"47,6599","-122,396"
11525,256000,3,"2,5",1480,7200,2,0,0,5,7,1480,0,1995,0,"47,3126","-122,023"
11526,850000,3,"2,5",3300,11570,2,0,0,3,9,3300,0,1994,0,"47,5599","-122,121"
11527,273148,3,"1,75",1710,7210,1,0,0,4,7,1240,470,1974,0,"47,4094","-122,175"
11528,575000,4,"1,75",1280,6060,1,0,0,3,7,860,420,1926,0,"47,6805","-122,364"
11529,352000,4,"2,5",2470,6116,1,0,0,3,7,1420,1050,1985,0,"47,3792","-122,047"
11530,235867,4,2,1330,5926,1,0,0,4,5,1330,0,1942,0,"47,496","-122,19"
11531,585000,2,"1,75",1830,7200,1,0,2,4,7,1070,760,1949,0,"47,5592","-122,273"
11532,540000,4,"2,5",2050,3784,2,0,0,3,8,2050,0,2001,0,"47,7189","-122,181"
11533,375000,3,"2,25",1330,8004,2,0,0,3,7,1330,0,1985,0,"47,7098","-122,217"
11534,260000,3,2,1170,5450,1,0,0,5,6,1170,0,1902,0,"47,5276","-122,273"
11535,815000,4,"2,5",3880,7208,2,0,0,3,10,3880,0,2006,0,"47,5841","-121,971"
11536,1660000,4,"3,5",3080,4815,2,0,3,3,10,2300,780,1937,2009,"47,6417","-122,411"
11537,296500,3,"2,75",2170,7900,1,0,0,4,8,1380,790,1978,0,"47,362","-122,277"
11538,850830,3,"2,5",2070,13241,"1,5",0,0,5,9,1270,800,1910,0,"47,6415","-122,315"
11539,375000,3,"1,5",1110,5500,1,0,0,3,6,1110,0,1940,1997,"47,6717","-122,184"
11540,535365,4,"2,75",2790,6969,2,0,0,3,8,2790,0,2012,0,"47,4836","-121,769"
11541,599000,3,2,2560,14680,1,0,0,3,8,1330,1230,1987,0,"47,648","-122,118"
11542,365000,4,"2,25",1990,21312,1,0,0,4,8,1990,0,1968,0,"47,439","-122,144"
11543,345000,4,"2,5",2390,6976,2,0,0,3,7,2390,0,2003,0,"47,4807","-122,182"
11544,530000,4,"2,25",1940,8270,2,0,0,5,7,1940,0,1962,0,"47,7567","-122,333"
11545,305000,3,1,1710,19115,1,0,0,3,6,1710,0,1986,0,"47,656","-121,913"
11546,2000000,5,"4,25",6490,10862,2,0,3,4,11,3940,2550,1991,0,"47,5728","-122,205"
11547,549900,3,"1,5",1380,3031,"1,5",0,0,4,7,1380,0,1929,0,"47,6889","-122,38"
11548,428900,4,"2,5",2598,5553,2,0,0,3,9,2598,0,2014,0,"47,3412","-122,178"
11549,310000,3,1,990,7050,1,0,0,3,7,990,0,1967,0,"47,7274","-122,202"
11550,510000,4,4,3530,10935,2,0,0,3,10,3530,0,1992,0,"47,3016","-122,342"
11551,490000,3,"2,25",2840,107157,2,0,0,4,9,2840,0,1983,0,"47,2848","-122,118"
11552,610000,3,"2,5",2630,5827,2,0,0,3,8,2630,0,2001,0,"47,688","-122,038"
11553,507000,4,"1,75",1770,9375,1,0,0,4,7,1170,600,1968,0,"47,6935","-122,112"
11554,525000,4,"2,25",2620,98881,1,0,0,3,7,1820,800,1952,0,"47,4662","-122,453"
11555,399700,4,"1,75",1320,4800,1,0,0,4,7,870,450,1930,0,"47,5534","-122,365"
11556,390000,3,3,2480,14141,1,0,0,3,8,1500,980,1994,0,"47,3778","-122,033"
11557,420000,2,"1,5",1040,3500,"1,5",0,0,4,6,1040,0,1904,0,"47,588","-122,304"
11558,491300,3,"1,75",1750,11340,1,0,1,4,7,1300,450,1987,0,"47,6099","-122,058"
11559,650000,4,"2,75",3260,5335,2,0,0,3,9,3260,0,2003,0,"47,5414","-121,864"
11560,400000,2,"1,75",1800,224769,1,0,0,3,7,1420,380,1950,2008,"47,4327","-122,06"
11561,500012,4,"2,5",2400,9612,1,0,0,3,8,1230,1170,1962,2009,"47,4799","-122,127"
11562,334000,3,"1,75",1400,7405,1,0,0,3,7,1400,0,1961,0,"47,7569","-122,334"
11563,169317,2,1,790,4000,1,0,2,3,7,790,0,1908,0,"47,6248","-122,301"
11564,637000,4,"3,5",4083,68377,2,0,0,3,10,4083,0,2005,0,"47,3114","-122,262"
11565,390000,4,"1,75",2180,7560,1,0,0,4,7,1560,620,1962,0,"47,757","-122,336"
11566,366000,3,"2,5",1320,4320,1,0,0,3,6,660,660,1918,0,"47,5327","-122,347"
11567,330000,2,1,700,4000,1,0,0,3,6,700,0,1943,0,"47,5487","-122,391"
11568,378500,4,2,1830,6000,1,0,0,5,7,1070,760,1953,0,"47,5453","-122,279"
11569,324000,3,"2,5",1940,8347,2,0,0,3,8,1940,0,1990,0,"47,3654","-122,164"
11570,498000,3,"2,5",1690,4088,2,0,0,3,7,1690,0,2004,0,"47,6779","-122,034"
11571,260000,3,"2,5",1670,5797,2,0,0,3,7,1670,0,1988,0,"47,3505","-122,179"
11572,200000,1,"1,5",1010,1157,2,0,0,3,8,950,60,2007,0,"47,5492","-122,372"
11573,540000,5,"2,5",3370,4850,2,0,0,3,9,3370,0,2007,0,"47,5078","-122,169"
11574,476000,4,"1,75",2340,17541,1,0,0,4,7,1360,980,1956,0,"47,745","-122,229"
11575,475000,3,"2,25",2280,5750,1,0,1,4,7,1150,1130,1985,0,"47,5641","-122,393"
11576,487028,2,"1,5",1295,1093,2,0,0,3,9,1105,190,2007,0,"47,6192","-122,299"
11577,218250,3,1,1270,7344,1,0,0,3,7,970,300,1967,0,"47,305","-122,371"
11578,610000,4,"2,5",2100,8800,1,0,0,5,8,1250,850,1980,0,"47,6909","-122,186"
11579,234000,3,1,1750,8820,1,0,0,4,7,1750,0,1961,0,"47,3608","-122,29"
11580,445000,3,"2,25",1630,6449,1,0,0,3,7,1310,320,1986,0,"47,7275","-122,232"
11581,341500,5,"2,25",3120,10400,2,0,0,3,8,3120,0,1980,0,"47,3097","-122,34"
11582,490000,2,"1,5",1480,15641,1,0,0,4,7,1480,0,1940,0,"47,5008","-122,366"
11583,570000,3,"1,5",1300,7287,1,0,0,4,7,1300,0,1965,0,"47,6889","-122,187"
11584,298000,4,"2,5",2420,3825,2,0,0,3,8,2420,0,2003,0,"47,3687","-122,126"
11585,280000,2,1,2280,37500,2,0,0,3,7,2280,0,1932,0,"47,525","-122,389"
11586,825000,4,"2,5",2180,4000,2,0,0,3,8,2180,0,1920,2005,"47,6186","-122,288"
11587,212000,3,1,1040,6800,1,0,0,5,6,1040,0,1951,0,"47,492","-122,224"
11588,265000,3,2,1570,5706,1,0,0,3,7,1570,0,1998,0,"47,3156","-122,188"
11589,480000,2,"1,75",1170,4635,1,0,0,4,6,690,480,1924,0,"47,6842","-122,359"
11590,390000,3,"2,5",1640,6991,1,0,0,3,7,1110,530,1967,0,"47,7255","-122,327"
11591,270000,3,1,1830,8209,1,0,0,3,7,1830,0,1942,0,"47,7439","-122,228"
11592,499000,3,2,2090,42689,"1,5",0,0,3,7,2090,0,1959,1998,"47,3497","-121,944"
11593,275000,2,1,940,5000,1,0,0,3,6,940,0,1951,0,"47,5186","-122,374"
11594,434500,3,"1,75",1650,7965,1,0,0,4,7,1650,0,1967,0,"47,7335","-122,193"
11595,480000,4,"1,75",1920,9380,1,0,0,3,7,1920,0,1964,0,"47,6344","-122,118"
11596,150000,2,"1,5",1360,1934,2,0,0,4,7,1360,0,1978,0,"47,2857","-122,189"
11597,632500,4,"1,5",2720,37258,2,0,0,3,10,2720,0,1994,0,"47,7402","-122,035"
11598,335000,2,"1,5",1170,5248,1,0,0,5,6,1170,0,1941,0,"47,5318","-122,374"
11599,463000,2,1,1150,4400,1,0,0,4,7,1150,0,1905,0,"47,6226","-122,292"
11600,330000,3,2,2500,10697,1,0,0,3,8,2500,0,1994,0,"47,1927","-122,01"
11601,259500,3,"1,75",1650,12349,1,0,0,3,7,1650,0,1957,0,"47,442","-122,282"
11602,525000,5,1,1280,3876,"1,5",0,0,3,7,1280,0,1923,0,"47,6605","-122,324"
11603,599000,3,"1,75",1650,1180,3,0,0,3,8,1650,0,2014,0,"47,6636","-122,319"
11604,359900,5,"2,75",2790,7600,"1,5",0,0,4,7,2790,0,1965,0,"47,4999","-122,165"
11605,639000,4,2,1940,5000,1,0,0,4,7,980,960,1910,0,"47,6719","-122,369"
11606,2650000,4,"3,5",4700,13730,2,0,3,3,11,3500,1200,1958,1995,"47,6899","-122,217"
11607,435000,4,"2,5",3100,4699,2,0,0,3,9,3100,0,2010,0,"47,3785","-122,023"
11608,725000,3,"3,5",3690,8837,2,0,0,3,10,3690,0,2001,0,"47,5402","-121,876"
11609,576000,4,"2,5",2440,28405,2,0,0,3,8,2440,0,2002,0,"47,7386","-122,238"
11610,370000,2,"2,25",1280,835,2,0,0,3,7,1080,200,2009,0,"47,5592","-122,284"
11611,332888,2,"2,5",1050,1029,2,0,0,3,8,950,100,2007,0,"47,6018","-122,299"
11612,500000,3,"1,5",2040,6750,1,0,0,3,7,1280,760,1950,0,"47,7013","-122,369"
11613,559950,5,3,2730,9519,1,0,0,3,8,1670,1060,2014,0,"47,7504","-122,307"
11614,355000,3,"2,25",1960,7000,1,0,0,3,8,1600,360,1980,0,"47,4427","-122,126"
11615,635000,4,"2,5",2500,4000,2,0,0,3,8,2500,0,2014,0,"47,5902","-122,311"
11616,249900,4,2,1500,7854,"1,5",0,0,3,7,1500,0,1983,0,"47,3127","-122,354"
11617,279900,2,"1,75",1360,10000,1,0,0,3,6,1360,0,1957,1989,"47,7421","-121,982"
11618,615000,3,2,1860,42800,1,0,0,4,7,930,930,1983,0,"47,5898","-122,004"
11619,300000,3,1,2120,7735,1,0,0,4,7,1060,1060,1967,0,"47,4869","-122,123"
11620,323500,3,3,2240,11536,2,0,0,3,7,2240,0,1943,2005,"47,4886","-122,245"
11621,151100,3,1,840,4495,1,0,0,3,6,840,0,1921,0,"47,496","-122,349"
11622,265000,5,"2,25",2600,8075,"1,5",0,0,4,8,2600,0,1969,0,"47,2961","-122,188"
11623,255000,3,"1,75",1550,9720,1,0,0,3,7,1050,500,1976,0,"47,3433","-122,037"
11624,505000,2,1,1070,8130,1,0,0,3,7,1070,0,1942,0,"47,697","-122,37"
11625,624950,3,"2,5",2060,4730,2,0,0,4,8,2060,0,1994,0,"47,6874","-122,178"
11626,323000,4,"1,75",1440,8114,1,0,0,4,7,1440,0,1963,0,"47,7639","-122,332"
11627,369946,3,"2,5",2420,4725,2,0,0,3,8,2420,0,2014,0,"47,371","-122,018"
11628,280000,4,"1,5",1940,6386,1,0,0,3,7,1140,800,1954,0,"47,5533","-122,285"
11629,590000,4,"2,5",2940,29013,2,0,0,3,10,2940,0,1992,0,"47,7635","-122,044"
11630,390000,5,"3,75",2890,5000,1,0,0,3,7,1310,1580,2006,0,"47,5701","-122,296"
11631,750000,3,"2,75",3010,206910,2,0,2,3,10,3010,0,2001,0,"47,4881","-121,721"
11632,421500,4,3,2793,5703,2,0,0,3,9,2793,0,2009,0,"47,3682","-122,178"
11633,560000,3,2,1860,13374,1,0,0,3,8,1860,0,1985,0,"47,5397","-122,054"
11634,237000,3,"1,5",1800,9216,1,0,0,4,7,1800,0,1950,0,"47,2739","-122,249"
11635,470000,4,"2,5",2320,12042,1,0,0,4,7,1320,1000,1975,0,"47,763","-122,16"
11636,472000,6,"2,5",4410,14034,1,0,2,4,9,2350,2060,1965,0,"47,3376","-122,324"
11637,840000,4,"1,75",2330,4000,2,0,0,5,8,1300,1030,1924,0,"47,666","-122,289"
11638,545000,3,"1,75",1810,3000,"1,5",0,0,4,7,1810,0,1903,0,"47,6599","-122,363"
11639,225000,3,1,960,5512,1,0,0,4,6,960,0,1963,0,"47,4944","-122,165"
11640,591000,3,"1,75",1680,2400,1,0,0,5,7,870,810,1922,0,"47,6155","-122,3"
11641,670000,4,"1,75",1930,9310,1,0,0,4,9,1930,0,1968,0,"47,6158","-122,108"
11642,342000,2,2,1320,1462,3,0,0,3,7,1320,0,1997,0,"47,7223","-122,29"
11643,850000,3,"1,75",1370,3850,1,0,0,5,7,770,600,1911,1988,"47,6374","-122,279"
11644,395900,3,"1,75",1880,8706,1,0,0,3,7,940,940,1927,0,"47,7362","-122,292"
11645,525000,4,"1,75",2280,5959,1,0,0,3,7,1250,1030,1947,0,"47,5655","-122,395"
11646,348000,3,"2,5",1490,2478,3,0,0,3,8,1490,0,2009,0,"47,7236","-122,353"
11647,968933,4,"3,5",4120,7304,2,0,0,3,11,3070,1050,2006,0,"47,681","-122,167"
11648,967500,3,"3,75",3250,5797,2,0,2,4,8,2370,880,1951,0,"47,6481","-122,405"
11649,604000,3,1,1440,13824,1,0,0,4,7,1440,0,1957,0,"47,5872","-122,241"
11650,430000,2,"1,5",1090,4013,"1,5",0,0,3,7,1090,0,1900,0,"47,6652","-122,338"
11651,305000,4,"2,5",1620,4000,2,0,0,3,7,1620,0,2008,0,"47,3661","-122,02"
11652,730000,3,"1,75",1650,5000,"1,5",0,0,4,8,1650,0,1900,0,"47,6743","-122,371"
11653,562000,5,"2,25",3040,8111,2,0,0,3,8,3040,0,1984,0,"47,7157","-122,103"
11654,525000,4,"2,75",2530,17856,2,0,0,3,8,2530,0,1998,0,"47,7356","-121,959"
11655,750000,4,"2,75",2310,10232,1,0,0,5,8,1310,1000,1980,0,"47,5515","-122,153"
11656,610000,4,"2,5",2980,5896,2,0,0,3,8,2980,0,2001,0,"47,6872","-122,036"
11657,424950,4,"2,5",2480,8563,2,0,0,3,8,2480,0,1992,0,"47,381","-122,033"
11658,350000,3,"2,5",1630,3425,2,0,0,3,8,1630,0,1999,0,"47,4913","-122,154"
11659,361000,3,"2,25",2470,5650,1,0,2,3,7,1550,920,1973,0,"47,5072","-122,252"
11660,1150000,5,"3,5",4350,6218,2,0,2,3,10,3520,830,2007,0,"47,5396","-121,997"
11661,370000,3,"2,25",3230,35306,2,0,0,3,9,3230,0,1987,0,"47,3065","-122,113"
